Profil source;Profil compare;Rang;Score global;Similarite contenu;Similarite moyenne questions;Similarite lexicale;Similarite longueur;Similarite emotionnelle;Question la plus proche;Similarite question la plus proche;Sentiment source;Sentiment compare;Score sentiment source;Score sentiment compare;Reponse source - Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;Reponse compare - Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;Reponse source - Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;Reponse compare - Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;Reponse source - Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;Reponse compare - Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?
Marine;Guillaume;2;75.35;76.32;75.48;88.54;32.43;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;82.38;5 stars;5 stars;0.585;0.534;"Atteindre ses rêves par la discipline et la persévérance 
Pourquoi ? Depuis toute petite j’ai compris que rien n’était facile dans la vie, que je pouvais avoir moins de facilités que certains mais à force de persévérer j’y suis arrivée en dépassant même parfois les plus fainéants avec de grandes capacités. Je n’avais encore pas tellement conscience de ça puisque ce n’est que plus tard aux alentours de 27 ans que j’ai compris que je pouvais tout entreprendre même les projets les plus fous. Si on s’y met on y arrive. Un objectif il suffit de le découper en mini tâches accessibles pour y arriver. Et bien sûr dans le sport, ce n’est pas uniquement la persévérance mais la discipline qui permet d’atteindre ses objectifs. En réalisant mon 1er marathon c’est ce dont j’ai compris. En plus de cela j’ai remplacé mes mauvaises habitudes de sortir excessivement faire la fête par beaucoup de calme et du sport. En fait j’ai bizarrement commencé à me regarder dans le miroir à prendre conscience de qui j’étais et de ce que j’avais envie et comment je fonctionnais. Voilà  je pense que la ligne conductrice serait le titre que j’ai donné mais c’est en y partageant toute ma vie et par quels phases d’apprentissage je suis passée. Même si sans doute beaucoup de personnes de mon âge passent par le même processus. En tout cas ce que j’adore c’est que tout ce qui me paraissait impossible ou pas fait pour moi devient possible et atteignable. Et ça j’en suis extrêmement fière.";« Fatalement moi » parce que même quand je suis maladroit, que je fais des erreurs ou que je dois rectifier mon comportement, inéluctablement, je recommence et persiste dans ma connerie;Très difficile à choisir puisque les anciennes époques empêchaient aux femmes de vivre librement mais je dirais par curiosité les années 70, hippies. Ça devait vraiment être une période assez fun où les gens faisaient ce qu’ils voulaient, la mode était assez coloré, gaie etc…;« Le futur » parce que soyons honnêtes l’humanité a fait des sacrées erreurs dans le passé, parce que le monde d’aujourd’hui on y est donc je veux voir autre chose et le futur parce que avec un peu de chance on aura suffisamment évoluer pour voir et comprendre le passé, en faire un jeu en VR et du coup ça ferai un peu du All Inclusive intergénérationnel;De pouvoir parler toutes les langues que je souhaite, ça me permettrait de parler avec n’importe de qui sans blocage. Je pense que parler une langue comme si c’était ta langue maternelle on y parvient jamais et en même temps ça prend énormément de temps.;Les langues les plus parlées dans le monde, parce que y a encore des continents ou même parler anglais ça suffit pas
Marine;Eva;3;73.86;72.02;65.31;91.65;56.22;100.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;72.02;5 stars;5 stars;0.585;0.587;"Atteindre ses rêves par la discipline et la persévérance 
Pourquoi ? Depuis toute petite j’ai compris que rien n’était facile dans la vie, que je pouvais avoir moins de facilités que certains mais à force de persévérer j’y suis arrivée en dépassant même parfois les plus fainéants avec de grandes capacités. Je n’avais encore pas tellement conscience de ça puisque ce n’est que plus tard aux alentours de 27 ans que j’ai compris que je pouvais tout entreprendre même les projets les plus fous. Si on s’y met on y arrive. Un objectif il suffit de le découper en mini tâches accessibles pour y arriver. Et bien sûr dans le sport, ce n’est pas uniquement la persévérance mais la discipline qui permet d’atteindre ses objectifs. En réalisant mon 1er marathon c’est ce dont j’ai compris. En plus de cela j’ai remplacé mes mauvaises habitudes de sortir excessivement faire la fête par beaucoup de calme et du sport. En fait j’ai bizarrement commencé à me regarder dans le miroir à prendre conscience de qui j’étais et de ce que j’avais envie et comment je fonctionnais. Voilà  je pense que la ligne conductrice serait le titre que j’ai donné mais c’est en y partageant toute ma vie et par quels phases d’apprentissage je suis passée. Même si sans doute beaucoup de personnes de mon âge passent par le même processus. En tout cas ce que j’adore c’est que tout ce qui me paraissait impossible ou pas fait pour moi devient possible et atteignable. Et ça j’en suis extrêmement fière.";"Entre énergie et bienveillance
Car j’utilise sans cesse mon énergie dans tous les sens du terme . D’abord parce que je déborde d’énergie et d’idées . Je ne peux jamais rester sans un projet en cours de réalisation ( immobilier , carrière , sport , formation etc…) et parce que je suis très sensible aux énergies des personnes ( ce qu’elle dégage , leur manière de fonctionner etc…) 
J’allie dans ma philosophie de vie l’énergie à la bienveillance. Je travaille tous les jours en ce sens . En privé comme dans le domaine professionnel je suis très à cheval sur la manière de traiter autrui et de ce comporter . La bienveillance ainsi que mon énergie me pousse à apprendre sans cesse le corps humain et la santé car j’ai envie d’aider au mieux les gens que je rencontre .";Très difficile à choisir puisque les anciennes époques empêchaient aux femmes de vivre librement mais je dirais par curiosité les années 70, hippies. Ça devait vraiment être une période assez fun où les gens faisaient ce qu’ils voulaient, la mode était assez coloré, gaie etc…;Je vivrais à l’époque de mes grands parents où il y avait des bases saines en matière de santé ( mode d’alimentation : moins de viande et plus de végétaux , méthode curative orientée vers des remèdes simples et naturels avant d’en venir aux médicaments et très peu de technologies pour éviter nous écarter de l’essentiel);De pouvoir parler toutes les langues que je souhaite, ça me permettrait de parler avec n’importe de qui sans blocage. Je pense que parler une langue comme si c’était ta langue maternelle on y parvient jamais et en même temps ça prend énormément de temps.;J’aimerai être capable de connaître parfaitement le fonctionnement physiologique du corps humain
Marine;Lexi;4;73.58;73.47;80.68;86.63;45.41;75.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;85.88;5 stars;4 stars;0.585;0.495;"Atteindre ses rêves par la discipline et la persévérance 
Pourquoi ? Depuis toute petite j’ai compris que rien n’était facile dans la vie, que je pouvais avoir moins de facilités que certains mais à force de persévérer j’y suis arrivée en dépassant même parfois les plus fainéants avec de grandes capacités. Je n’avais encore pas tellement conscience de ça puisque ce n’est que plus tard aux alentours de 27 ans que j’ai compris que je pouvais tout entreprendre même les projets les plus fous. Si on s’y met on y arrive. Un objectif il suffit de le découper en mini tâches accessibles pour y arriver. Et bien sûr dans le sport, ce n’est pas uniquement la persévérance mais la discipline qui permet d’atteindre ses objectifs. En réalisant mon 1er marathon c’est ce dont j’ai compris. En plus de cela j’ai remplacé mes mauvaises habitudes de sortir excessivement faire la fête par beaucoup de calme et du sport. En fait j’ai bizarrement commencé à me regarder dans le miroir à prendre conscience de qui j’étais et de ce que j’avais envie et comment je fonctionnais. Voilà  je pense que la ligne conductrice serait le titre que j’ai donné mais c’est en y partageant toute ma vie et par quels phases d’apprentissage je suis passée. Même si sans doute beaucoup de personnes de mon âge passent par le même processus. En tout cas ce que j’adore c’est que tout ce qui me paraissait impossible ou pas fait pour moi devient possible et atteignable. Et ça j’en suis extrêmement fière.";«  les aléas du direct » parce que ma vie change au grès du direct 😅 je sais rarement où je vais ou ce que je vais faire. Je me laisse porter en fonction de mes envies et de mes opportunité.;Très difficile à choisir puisque les anciennes époques empêchaient aux femmes de vivre librement mais je dirais par curiosité les années 70, hippies. Ça devait vraiment être une période assez fun où les gens faisaient ce qu’ils voulaient, la mode était assez coloré, gaie etc…;Je ne pense pas que je voudrais vivre dans une époque différente. Déjà parce que même à notre époque la place des femmes n’est pas toujours idyllique. Vivre dans une autre époque ok mais en choisissant mon sexe biologique et mon statue sociale à la rigueur. Mais sinon, en l’état cette époque me convient très bien ! Par contre faire un saut dans le temps de quelques jours pour observer … autour de 2,8 millions d’années ça m’irait bien !;De pouvoir parler toutes les langues que je souhaite, ça me permettrait de parler avec n’importe de qui sans blocage. Je pense que parler une langue comme si c’était ta langue maternelle on y parvient jamais et en même temps ça prend énormément de temps.;Parler plusieurs langues ! Je trouve ça formidable de pouvoir communiquer largement avec le monde. Et pourquoi pas inclure dans le « plusieurs langues »être capable de comprendre le langage de d’autres animaux aussi et même celui des machines (plusieurs langages informatiques). Bref un truc autour des langues / langages.
Marine;Yann;5;72.53;73.38;67.03;82.19;42.16;100.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;70.02;5 stars;5 stars;0.585;0.525;"Atteindre ses rêves par la discipline et la persévérance 
Pourquoi ? Depuis toute petite j’ai compris que rien n’était facile dans la vie, que je pouvais avoir moins de facilités que certains mais à force de persévérer j’y suis arrivée en dépassant même parfois les plus fainéants avec de grandes capacités. Je n’avais encore pas tellement conscience de ça puisque ce n’est que plus tard aux alentours de 27 ans que j’ai compris que je pouvais tout entreprendre même les projets les plus fous. Si on s’y met on y arrive. Un objectif il suffit de le découper en mini tâches accessibles pour y arriver. Et bien sûr dans le sport, ce n’est pas uniquement la persévérance mais la discipline qui permet d’atteindre ses objectifs. En réalisant mon 1er marathon c’est ce dont j’ai compris. En plus de cela j’ai remplacé mes mauvaises habitudes de sortir excessivement faire la fête par beaucoup de calme et du sport. En fait j’ai bizarrement commencé à me regarder dans le miroir à prendre conscience de qui j’étais et de ce que j’avais envie et comment je fonctionnais. Voilà  je pense que la ligne conductrice serait le titre que j’ai donné mais c’est en y partageant toute ma vie et par quels phases d’apprentissage je suis passée. Même si sans doute beaucoup de personnes de mon âge passent par le même processus. En tout cas ce que j’adore c’est que tout ce qui me paraissait impossible ou pas fait pour moi devient possible et atteignable. Et ça j’en suis extrêmement fière.";Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);Très difficile à choisir puisque les anciennes époques empêchaient aux femmes de vivre librement mais je dirais par curiosité les années 70, hippies. Ça devait vraiment être une période assez fun où les gens faisaient ce qu’ils voulaient, la mode était assez coloré, gaie etc…;Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;De pouvoir parler toutes les langues que je souhaite, ça me permettrait de parler avec n’importe de qui sans blocage. Je pense que parler une langue comme si c’était ta langue maternelle on y parvient jamais et en même temps ça prend énormément de temps.;La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).
Marine;Sullyvan;6;72.53;74.97;74.94;78.63;21.89;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;82.96;5 stars;5 stars;0.585;0.593;"Atteindre ses rêves par la discipline et la persévérance 
Pourquoi ? Depuis toute petite j’ai compris que rien n’était facile dans la vie, que je pouvais avoir moins de facilités que certains mais à force de persévérer j’y suis arrivée en dépassant même parfois les plus fainéants avec de grandes capacités. Je n’avais encore pas tellement conscience de ça puisque ce n’est que plus tard aux alentours de 27 ans que j’ai compris que je pouvais tout entreprendre même les projets les plus fous. Si on s’y met on y arrive. Un objectif il suffit de le découper en mini tâches accessibles pour y arriver. Et bien sûr dans le sport, ce n’est pas uniquement la persévérance mais la discipline qui permet d’atteindre ses objectifs. En réalisant mon 1er marathon c’est ce dont j’ai compris. En plus de cela j’ai remplacé mes mauvaises habitudes de sortir excessivement faire la fête par beaucoup de calme et du sport. En fait j’ai bizarrement commencé à me regarder dans le miroir à prendre conscience de qui j’étais et de ce que j’avais envie et comment je fonctionnais. Voilà  je pense que la ligne conductrice serait le titre que j’ai donné mais c’est en y partageant toute ma vie et par quels phases d’apprentissage je suis passée. Même si sans doute beaucoup de personnes de mon âge passent par le même processus. En tout cas ce que j’adore c’est que tout ce qui me paraissait impossible ou pas fait pour moi devient possible et atteignable. Et ça j’en suis extrêmement fière.";Sully le Magnifique. De l’ego et un zeste d’humilité parce que c’était pas toujours classe. Mais ça mettrait en avant une vie pleine de pleins de choses.;Très difficile à choisir puisque les anciennes époques empêchaient aux femmes de vivre librement mais je dirais par curiosité les années 70, hippies. Ça devait vraiment être une période assez fun où les gens faisaient ce qu’ils voulaient, la mode était assez coloré, gaie etc…;"Époque de Louis 14 le roi soleil en étant le roi bien évidemment. Mais en vrai notre époque de maintenant je la trouve vraiment pas mal. 
La préhistoire me branche aussi parce que pas besoin de travailler, juste vivre.";De pouvoir parler toutes les langues que je souhaite, ça me permettrait de parler avec n’importe de qui sans blocage. Je pense que parler une langue comme si c’était ta langue maternelle on y parvient jamais et en même temps ça prend énormément de temps.;Apprendre et maitriser un langage (langue, informatique, morse, toute sorte de langage)
Marine;Lucas;7;70.8;65.64;69.0;82.11;59.73;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;74.95;5 stars;5 stars;0.585;0.56;"Atteindre ses rêves par la discipline et la persévérance 
Pourquoi ? Depuis toute petite j’ai compris que rien n’était facile dans la vie, que je pouvais avoir moins de facilités que certains mais à force de persévérer j’y suis arrivée en dépassant même parfois les plus fainéants avec de grandes capacités. Je n’avais encore pas tellement conscience de ça puisque ce n’est que plus tard aux alentours de 27 ans que j’ai compris que je pouvais tout entreprendre même les projets les plus fous. Si on s’y met on y arrive. Un objectif il suffit de le découper en mini tâches accessibles pour y arriver. Et bien sûr dans le sport, ce n’est pas uniquement la persévérance mais la discipline qui permet d’atteindre ses objectifs. En réalisant mon 1er marathon c’est ce dont j’ai compris. En plus de cela j’ai remplacé mes mauvaises habitudes de sortir excessivement faire la fête par beaucoup de calme et du sport. En fait j’ai bizarrement commencé à me regarder dans le miroir à prendre conscience de qui j’étais et de ce que j’avais envie et comment je fonctionnais. Voilà  je pense que la ligne conductrice serait le titre que j’ai donné mais c’est en y partageant toute ma vie et par quels phases d’apprentissage je suis passée. Même si sans doute beaucoup de personnes de mon âge passent par le même processus. En tout cas ce que j’adore c’est que tout ce qui me paraissait impossible ou pas fait pour moi devient possible et atteignable. Et ça j’en suis extrêmement fière.";“L’importance de la futilité”, parce que je trouve souvent un intérêt là où beaucoup de gens n’en trouvent pas. Connaitre la capitale du Malawi ? J’adore. Qui est le 317eme mondial au tennis ? J’adore. Depuis quand ça existe le surimi ? J’adore.;Très difficile à choisir puisque les anciennes époques empêchaient aux femmes de vivre librement mais je dirais par curiosité les années 70, hippies. Ça devait vraiment être une période assez fun où les gens faisaient ce qu’ils voulaient, la mode était assez coloré, gaie etc…;"Franchement pour moi on est bien mieux en 2025 que dans n’importe quelle autre époque (progrès technologiques, progrès de la médecine, prise de conscience collective sur plein de sujets de société etc.).
Après si je suis obligé de choisir une époque différente, je dirais celle où j’avais 8-10 ans : plage quasiment tous les jours, Pokémon sur Nintendo DS et manger des gâteaux, ça va c’était plutôt light en termes de responsabilités 🙃
Ce qui est sûr, c’est qu’au vu de mon intérêt pour le foot, la chasse ou les grosses bagnoles, être un bonhomme dans les années 70-80, méga flemme 🫠";De pouvoir parler toutes les langues que je souhaite, ça me permettrait de parler avec n’importe de qui sans blocage. Je pense que parler une langue comme si c’était ta langue maternelle on y parvient jamais et en même temps ça prend énormément de temps.;"Je reste dubitatif quant à ce move de mes parents : avoir choisi ma LV2 à ma place, à savoir… l’allemand 🔫
Comme 99,9% de ceux qui ont fait allemand, aujourd’hui je ne sais dire que quelques mots pas très sympa sur les appareils reproducteurs des gens 🤷🏻‍♂️
(Les 0,1% restants sont devenus prof d’allemand)
Du coup si je pouvais devenir instantanément bilingue en espagnol, ça serait cool !"
Marine;Matthieu;8;70.25;73.45;63.28;80.32;28.38;100.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;73.9;5 stars;5 stars;0.585;0.402;"Atteindre ses rêves par la discipline et la persévérance 
Pourquoi ? Depuis toute petite j’ai compris que rien n’était facile dans la vie, que je pouvais avoir moins de facilités que certains mais à force de persévérer j’y suis arrivée en dépassant même parfois les plus fainéants avec de grandes capacités. Je n’avais encore pas tellement conscience de ça puisque ce n’est que plus tard aux alentours de 27 ans que j’ai compris que je pouvais tout entreprendre même les projets les plus fous. Si on s’y met on y arrive. Un objectif il suffit de le découper en mini tâches accessibles pour y arriver. Et bien sûr dans le sport, ce n’est pas uniquement la persévérance mais la discipline qui permet d’atteindre ses objectifs. En réalisant mon 1er marathon c’est ce dont j’ai compris. En plus de cela j’ai remplacé mes mauvaises habitudes de sortir excessivement faire la fête par beaucoup de calme et du sport. En fait j’ai bizarrement commencé à me regarder dans le miroir à prendre conscience de qui j’étais et de ce que j’avais envie et comment je fonctionnais. Voilà  je pense que la ligne conductrice serait le titre que j’ai donné mais c’est en y partageant toute ma vie et par quels phases d’apprentissage je suis passée. Même si sans doute beaucoup de personnes de mon âge passent par le même processus. En tout cas ce que j’adore c’est que tout ce qui me paraissait impossible ou pas fait pour moi devient possible et atteignable. Et ça j’en suis extrêmement fière.";"""Dans la vie d'un père presque parfait"" ,voilà le titre de mon film. Parce que personne n'est parfait mais ont avance chacun avec nos erreurs et essayons de les corriger avec le temps. Être père c'est aussi apprendre Jours après jours à élever nos enfants de ce que l'on pense être la meilleure des façons.";Très difficile à choisir puisque les anciennes époques empêchaient aux femmes de vivre librement mais je dirais par curiosité les années 70, hippies. Ça devait vraiment être une période assez fun où les gens faisaient ce qu’ils voulaient, la mode était assez coloré, gaie etc…;"A l'époque de la seconde querre mondiale, pourquoi ?
Pour pouvoir défendre mon pays et mes prochains face a ce monde de fou.";De pouvoir parler toutes les langues que je souhaite, ça me permettrait de parler avec n’importe de qui sans blocage. Je pense que parler une langue comme si c’était ta langue maternelle on y parvient jamais et en même temps ça prend énormément de temps.;Voir dans l'avenir, pour pouvoir protéger ma famille et mes proches de tout problèmes éventuels. Que ce soit maladie,catastrophe ou autres.
Marine;Emilie;9;70.24;69.81;76.43;78.31;22.16;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;86.8;5 stars;5 stars;0.585;0.41;"Atteindre ses rêves par la discipline et la persévérance 
Pourquoi ? Depuis toute petite j’ai compris que rien n’était facile dans la vie, que je pouvais avoir moins de facilités que certains mais à force de persévérer j’y suis arrivée en dépassant même parfois les plus fainéants avec de grandes capacités. Je n’avais encore pas tellement conscience de ça puisque ce n’est que plus tard aux alentours de 27 ans que j’ai compris que je pouvais tout entreprendre même les projets les plus fous. Si on s’y met on y arrive. Un objectif il suffit de le découper en mini tâches accessibles pour y arriver. Et bien sûr dans le sport, ce n’est pas uniquement la persévérance mais la discipline qui permet d’atteindre ses objectifs. En réalisant mon 1er marathon c’est ce dont j’ai compris. En plus de cela j’ai remplacé mes mauvaises habitudes de sortir excessivement faire la fête par beaucoup de calme et du sport. En fait j’ai bizarrement commencé à me regarder dans le miroir à prendre conscience de qui j’étais et de ce que j’avais envie et comment je fonctionnais. Voilà  je pense que la ligne conductrice serait le titre que j’ai donné mais c’est en y partageant toute ma vie et par quels phases d’apprentissage je suis passée. Même si sans doute beaucoup de personnes de mon âge passent par le même processus. En tout cas ce que j’adore c’est que tout ce qui me paraissait impossible ou pas fait pour moi devient possible et atteignable. Et ça j’en suis extrêmement fière.";"La multi vie !
Parce j'aime avoir plein de projets et d'idées différentes, et de pouvoir en réaliser un maximum avec un minimum de concessions : le boulot passion, la maison, les voyages, et peut être d'autres ?";Très difficile à choisir puisque les anciennes époques empêchaient aux femmes de vivre librement mais je dirais par curiosité les années 70, hippies. Ça devait vraiment être une période assez fun où les gens faisaient ce qu’ils voulaient, la mode était assez coloré, gaie etc…;Je dirai peut être la période des découvertes du monde, de l'Amérique etc, pour le côté aventure et nouveauté, mais si possible sans la partie mise en escalavage;De pouvoir parler toutes les langues que je souhaite, ça me permettrait de parler avec n’importe de qui sans blocage. Je pense que parler une langue comme si c’était ta langue maternelle on y parvient jamais et en même temps ça prend énormément de temps.;Apprendre une langue en 20 min, pour pouvoir apprendre et échanger partout où je vais !
Marine;Lou;10;70.1;72.38;78.74;62.7;18.92;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;85.25;5 stars;5 stars;0.585;0.414;"Atteindre ses rêves par la discipline et la persévérance 
Pourquoi ? Depuis toute petite j’ai compris que rien n’était facile dans la vie, que je pouvais avoir moins de facilités que certains mais à force de persévérer j’y suis arrivée en dépassant même parfois les plus fainéants avec de grandes capacités. Je n’avais encore pas tellement conscience de ça puisque ce n’est que plus tard aux alentours de 27 ans que j’ai compris que je pouvais tout entreprendre même les projets les plus fous. Si on s’y met on y arrive. Un objectif il suffit de le découper en mini tâches accessibles pour y arriver. Et bien sûr dans le sport, ce n’est pas uniquement la persévérance mais la discipline qui permet d’atteindre ses objectifs. En réalisant mon 1er marathon c’est ce dont j’ai compris. En plus de cela j’ai remplacé mes mauvaises habitudes de sortir excessivement faire la fête par beaucoup de calme et du sport. En fait j’ai bizarrement commencé à me regarder dans le miroir à prendre conscience de qui j’étais et de ce que j’avais envie et comment je fonctionnais. Voilà  je pense que la ligne conductrice serait le titre que j’ai donné mais c’est en y partageant toute ma vie et par quels phases d’apprentissage je suis passée. Même si sans doute beaucoup de personnes de mon âge passent par le même processus. En tout cas ce que j’adore c’est que tout ce qui me paraissait impossible ou pas fait pour moi devient possible et atteignable. Et ça j’en suis extrêmement fière.";Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;Très difficile à choisir puisque les anciennes époques empêchaient aux femmes de vivre librement mais je dirais par curiosité les années 70, hippies. Ça devait vraiment être une période assez fun où les gens faisaient ce qu’ils voulaient, la mode était assez coloré, gaie etc…;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);De pouvoir parler toutes les langues que je souhaite, ça me permettrait de parler avec n’importe de qui sans blocage. Je pense que parler une langue comme si c’était ta langue maternelle on y parvient jamais et en même temps ça prend énormément de temps.;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle
Lua;Lexi;1;86.68;81.86;80.39;98.09;98.65;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;86.2;4 stars;4 stars;0.364;0.495;Vivre avec 600 passions débordantes, la joie des hyperfocus et des nouveaux loisirs créatifs tous les mois;«  les aléas du direct » parce que ma vie change au grès du direct 😅 je sais rarement où je vais ou ce que je vais faire. Je me laisse porter en fonction de mes envies et de mes opportunité.;D’un point de vue purement esthétique et basé sur le travail manuel féminin, je dirais l’époque victorienne ou edwardienne. J’aurais aimé vivre ces époques de découverte scientifique, architecture, de mode. Par contre je pense que je n’aurais pas supporté le manque de droits sociaux notamment de droits des femmes. Par rapport à ces droits j’aurais aimé vivre dans la deuxième moitié du 20 eme siècle avec le militantisme féministe, la reconstruction après la guerre, l’économie florissante.;Je ne pense pas que je voudrais vivre dans une époque différente. Déjà parce que même à notre époque la place des femmes n’est pas toujours idyllique. Vivre dans une autre époque ok mais en choisissant mon sexe biologique et mon statue sociale à la rigueur. Mais sinon, en l’état cette époque me convient très bien ! Par contre faire un saut dans le temps de quelques jours pour observer … autour de 2,8 millions d’années ça m’irait bien !;J’aimerais apprendre des nouvelles langues instantanément. Je trouve que le fait de parler plusieurs langues permet de découvrir le monde différemment de rencontrer des nouvelles personnes et que c’est un vrai atout professionnel. Et même si j’ai des facilités d’apprentissage, j’oublie souvent une langue pour en apprendre une autre. Donc j’aimerais pouvoir apprendre instantanément des nouvelles langues garder les ancienne et pouvoir communiquer avec le plus de monde.;Parler plusieurs langues ! Je trouve ça formidable de pouvoir communiquer largement avec le monde. Et pourquoi pas inclure dans le « plusieurs langues »être capable de comprendre le langage de d’autres animaux aussi et même celui des machines (plusieurs langages informatiques). Bref un truc autour des langues / langages.
Lua;Yann;2;78.49;77.03;67.85;93.65;95.41;75.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;70.23;4 stars;5 stars;0.364;0.525;Vivre avec 600 passions débordantes, la joie des hyperfocus et des nouveaux loisirs créatifs tous les mois;Confessions Nocturnes : La vie d’un somnambule. Ce pan de ma vie la rythme depuis maintenant plus de deux décennies pour le meilleur (anecdotes rigolotes) comme pour le pire (par toujours évident en couple hein);D’un point de vue purement esthétique et basé sur le travail manuel féminin, je dirais l’époque victorienne ou edwardienne. J’aurais aimé vivre ces époques de découverte scientifique, architecture, de mode. Par contre je pense que je n’aurais pas supporté le manque de droits sociaux notamment de droits des femmes. Par rapport à ces droits j’aurais aimé vivre dans la deuxième moitié du 20 eme siècle avec le militantisme féministe, la reconstruction après la guerre, l’économie florissante.;Un futur lointain. Malgré toutes les dystopies aujourd’hui et cette suite très incertaines, je rêverai de voir les prouesses technologiques, l’impact sur nos vies et peut-être pourquoi pas la possibilité de découvrir l’espace de manière plus simple qu’aujourd’hui.;J’aimerais apprendre des nouvelles langues instantanément. Je trouve que le fait de parler plusieurs langues permet de découvrir le monde différemment de rencontrer des nouvelles personnes et que c’est un vrai atout professionnel. Et même si j’ai des facilités d’apprentissage, j’oublie souvent une langue pour en apprendre une autre. Donc j’aimerais pouvoir apprendre instantanément des nouvelles langues garder les ancienne et pouvoir communiquer avec le plus de monde.;La téléportation. Quel bonheur de pouvoir éviter ces trajets pas forcément utile et surtout en tant que globe trotter ça serait incroyable de pouvoir voyager partout sans payer un avion ou un logement (petite téléportation à la maison pour dormir), accéder à des endroits inaccessibles. Il faut quand même ne pas abuser de ce pouvoir et garder le plaisir de la découverte d’un lieu après un bon trek (et ce que l’on peut voir pendant).
Lua;Emilie;3;77.29;74.34;80.51;89.77;75.41;75.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;87.16;4 stars;5 stars;0.364;0.41;Vivre avec 600 passions débordantes, la joie des hyperfocus et des nouveaux loisirs créatifs tous les mois;"La multi vie !
Parce j'aime avoir plein de projets et d'idées différentes, et de pouvoir en réaliser un maximum avec un minimum de concessions : le boulot passion, la maison, les voyages, et peut être d'autres ?";D’un point de vue purement esthétique et basé sur le travail manuel féminin, je dirais l’époque victorienne ou edwardienne. J’aurais aimé vivre ces époques de découverte scientifique, architecture, de mode. Par contre je pense que je n’aurais pas supporté le manque de droits sociaux notamment de droits des femmes. Par rapport à ces droits j’aurais aimé vivre dans la deuxième moitié du 20 eme siècle avec le militantisme féministe, la reconstruction après la guerre, l’économie florissante.;Je dirai peut être la période des découvertes du monde, de l'Amérique etc, pour le côté aventure et nouveauté, mais si possible sans la partie mise en escalavage;J’aimerais apprendre des nouvelles langues instantanément. Je trouve que le fait de parler plusieurs langues permet de découvrir le monde différemment de rencontrer des nouvelles personnes et que c’est un vrai atout professionnel. Et même si j’ai des facilités d’apprentissage, j’oublie souvent une langue pour en apprendre une autre. Donc j’aimerais pouvoir apprendre instantanément des nouvelles langues garder les ancienne et pouvoir communiquer avec le plus de monde.;Apprendre une langue en 20 min, pour pouvoir apprendre et échanger partout où je vais !
